ch_distance_km,road_highway_frac,road_primary_frac,road_secondary_frac,road_residential_frac,segment_count,turn_count,cpm_slack_min,batch_size,estimated_prep_variance,stage_delay_placed,stage_delay_prep,stage_delay_pickup,stage_delay_transit,stage_delay_delivered,hour_of_day,day_of_week,month,is_weekend,weather_mult,tod_mult,weather_mult,weather_delay_min,weather_cloudy,weather_heavy_rain,weather_rainy,feat_distance_x_weather,feat_transit_x_tod,feat_prep_x_batch,feat_cpm_per_km,ground_truth_eta,is_late
0.9664792178627698,1.4812645886052294,-0.8772238370696481,-0.6134656923517245,0.7281076350955356,1.113262504987131,0.476590053236751,0.0,-0.46684520203601804,-0.545462822114121,-0.04647469934294045,0.5887955563227539,-1.2157009343845246,-0.995256793286945,1.4612296336472534,-1.5047132744278573,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,1.018569312366242,-0.7726846443893091,1.018569312366242,1.0544662960999003,-0.5657846941304795,-0.26968955975774705,2.1439977123299805,1.3421584162508524,-1.0738083258336588,0.1655669909171909,0.0,149.56,1
0.6536250652811734,-0.5747322696871519,0.1804596897983238,0.13376312396118198,-0.002359699781561033,1.1028717123566212,1.4247282125720697,0.0,0.4312646725713807,-0.45818509874924723,1.5774700062635356,-1.3772566946933769,1.963565969807769,1.982138420481385,1.4327257844102144,-1.0764382157686192,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,1.018569312366242,-0.7726846443893091,1.018569312366242,0.9509899993183278,-0.5657846941304795,-0.26968955975774705,2.1439977123299805,1.0041641213703474,1.4028133618805971,-1.049123863512038,0.0,155.572,1
-1.6304736171466299,-0.642862577123885,0.6540859558900144,-0.7892505556529217,0.5658517102351952,-1.266229007399639,-1.261663238878,0.0,-1.3649550766434166,-0.1963519286546279,-1.2587151133872112,-0.7891852989521768,0.1321631713852122,-0.2524427296457738,0.8341449504323937,-0.7909215099957938,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,-0.6146329317544266,-0.7726846443893091,-0.6146329317544266,-0.48527761317681245,-0.5657846941304795,-0.26968955975774705,-0.4664184081209929,-1.5888985889634275,-0.45592951302247314,-1.052548743740692,0.0,35.458,1
-0.29034337914978575,-0.642862577123885,-0.5680170519527933,1.903063539598639,-1.1444646339152407,-0.310276085392727,-0.7875941592103406,0.0,1.3293745471787795,1.2300900962081522,-0.16083700255466396,-0.6371837941207648,0.271180545522898,0.6868180285120705,0.7201295534842372,-0.6481631571093811,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,-0.28799248293029256,-0.7726846443893091,-0.28799248293029256,-0.3251385506690922,1.7674567912036576,-0.26968955975774705,-0.4664184081209929,-0.34763335042364085,0.32535526681315813,-0.06504161114550101,0.0,83.187,1
-0.10349030086888512,-0.4703390566792544,0.6215701630106624,0.04959252166386581,-0.4247301812273496,0.37551622822092723,0.476590053236751,0.0,-0.46684520203601804,1.9463945731176997,2.5952945048478755,1.1594241564275627,-0.8893123168438708,1.2024906016183379,1.1476872920398236,-0.5054048042229685,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,-0.6146329317544266,1.5096522380113822,-0.6146329317544266,-0.48527761317681245,-0.5657846941304795,-0.26968955975774705,-0.4664184081209929,-0.2691250343045444,1.8266475888502538,0.5577157770980558,0.0,111.708,1
-1.477303994371856,-0.35825371218656443,-0.9901088538583412,0.49163133100759315,0.6826507222941952,-1.0688039474199507,-0.9456171857662271,0.0,1.3293745471787795,0.3467559163799572,-0.20658192383935345,-0.34563992419822065,-0.03707537104327505,-1.5006977677204691,0.5206026088249638,-0.3626464513365558,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,-0.28799248293029256,1.5096522380113822,-0.28799248293029256,-0.39657516840132456,1.7674567912036576,-0.26968955975774705,-0.4664184081209929,-1.4248134527560194,-1.2088735704523024,0.26888421114824834,0.0,47.143,1
-0.2590163793786554,-0.4945143270600307,0.4191133394222455,-0.30884827451381924,0.1933575636686551,0.0326200714141001,-0.47154810609856773,0.0,1.3293745471787795,-1.4380996574865927,0.1250687554746452,-0.5424943320946394,1.4437618752059869,2.0905933664124654,-0.6195513606565994,-0.21988809845014312,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,-0.28799248293029256,1.5096522380113822,-0.28799248293029256,-0.26455982417024726,1.7674567912036576,-0.26968955975774705,-0.4664184081209929,-0.3192035878491533,2.823934631346324,0.0434129294285372,0.0,113.2,1
0.7765766086306972,-0.642862577123885,0.847953702114074,-0.41305949640573414,-0.04844795859403108,0.6041136660921453,0.7926361063485239,0.0,0.4312646725713807,0.5540274438440802,0.4109745135039543,-0.7293814281988343,2.5559008683074738,-1.5006977677204691,0.5491064580620025,0.2083869602090949,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,2.9784120053110446,-0.12058839227482544,2.9784120053110446,3.905938398752189,-0.5657846941304795,3.7079670451398483,-0.4664184081209929,1.9115683427743406,-1.4127054928604,-0.4554779572120389,0.0,227.651,1
-0.4132949224993098,-0.642862577123885,-0.8471620662943983,1.1638509711235723,-0.04213449848273378,1.3002967723363095,-0.15550205298679481,0.0,-0.46684520203601804,0.6027357301770527,0.1136325251534728,1.0747020061936612,1.492115744471269,-0.27495224672580953,2.316345110758426,0.7794203717547455,-1.4903535203542586,-1.5332442892859515,-0.6276906501302485,-0.28799248293029256,1.5096522380113822,-0.28799248293029256,-0.2720950820207403,1.7674567912036576,-0.26968955975774705,-0.4664184081209929,-0.4592078885004217,0.16756637990517778,0.4994928132109403,0.0,106.804,1
-1.902436331973875,-0.642862577123885,-0.9901088538583412,-2.7406343150355923,4.410117572004115,-1.5883435789454463,-1.5777092919897728,0.0,-1.3649550766434166,0.3156076989395614,0.3080484406134029,-0.2733769137045986,-0.3997293905328903,-0.3834071926568895,1.8887873722028394,-1.0764382157686192,-0.9910021092137359,-1.5332442892859515,-0.6276906501302485,-0.6146329317544266,-0.7726846443893091,-0.6146329317544266,-0.48527761317681245,-0.5657846941304795,-0.26968955975774705,-0.4664184081209929,-1.8239562972278365,-0.5648668243721038,-0.8162320079635769,0.0,34.288,1
